Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,domain,Realistic_Salary_INR,Fresher_Salary_INR,Top_Skills,Job_Type,Work_Mode,Industry_Demand_2025,Learning_Difficulty,Skill_Gap_Index,Degree_Needed,AI_Assist_Boost,Stress_Level,WLB_Score,Future_Category
Marketing Manager,13090.0,2,Master's,0.24,1.22,0.36,Medium,0.33,0.44,0.19,0.45,0.16,0.56,0.66,0.06,0.87,0.19,sales,76446.0,56174.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Onsite,59,3,30,None,0.18,7,4,Declining
Construction Worker,28464.0,3,Bachelor's,0.66,0.97,0.82,High,0.13,0.81,0.62,0.14,0.37,0.81,0.57,0.11,0.37,0.24,construction,124137.0,36862.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Onsite,97,9,25,None,0.64,9,7,Stable
HR Specialist,16989.0,1,High School,0.6,1.13,0.61,Medium,0.15,0.97,0.36,0.63,0.47,0.47,0.7,0.99,0.66,0.79,general,82678.0,47833.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,91,6,24,None,0.5,2,3,Stable
Marketing Manager,31592.0,0,High School,0.18,0.81,0.61,Medium,0.45,0.88,0.15,0.51,0.65,0.52,0.89,0.99,0.12,0.13,sales,179166.0,52115.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,91,7,89,Master,0.58,2,7,Stable
UX Researcher,21686.0,7,Master's,0.68,0.87,0.59,Medium,0.41,0.63,0.77,0.55,0.54,0.09,0.41,0.55,0.46,0.9,general,96626.0,40491.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,84,9,43,PhD,0.73,3,8,High Growth
Nurse,13354.0,0,Bachelor's,0.82,0.88,0.23,Low,0.4,0.23,0.34,0.07,0.33,0.46,0.96,0.31,0.9,0.23,health,171368.0,56228.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Hybrid,84,7,58,None,0.73,8,4,Stable
HR Specialist,28238.0,4,Master's,0.52,1.17,0.32,Medium,0.22,0.46,0.33,0.71,0.51,0.16,0.89,0.29,0.73,0.78,general,137640.0,41071.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Onsite,57,4,45,Master,0.37,9,3,Stable
HR Specialist,30846.0,2,High School,0.5,1.12,0.43,Medium,0.68,0.46,0.44,0.86,0.05,0.88,0.85,0.51,0.49,0.36,general,99780.0,61067.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Onsite,51,4,73,Bachelor,0.31,9,4,Declining
Mechanic,9926.0,2,Bachelor's,0.11,1.09,0.57,Medium,0.93,0.78,0.64,0.12,0.37,0.14,0.88,0.75,0.76,0.65,construction,54492.0,40817.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Hybrid,84,5,48,None,0.21,6,8,High Growth
Construction Worker,32445.0,6,Master's,0.15,0.83,0.73,High,0.72,0.16,0.7,0.69,0.46,0.14,0.31,0.32,0.7,0.11,construction,146518.0,44563.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Remote,99,8,62,Bachelor,0.28,9,6,Risky
Lawyer,19619.0,1,High School,0.48,0.77,0.45,Medium,0.35,0.06,0.47,0.99,0.3,0.74,0.55,0.33,0.09,0.22,general,138742.0,69791.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Hybrid,56,9,66,Master,0.18,9,5,High Growth
Customer Support,31634.0,0,High School,0.28,0.64,0.78,High,0.58,0.7,0.39,0.5,0.45,0.01,0.4,0.59,0.57,0.75,general,183532.0,60489.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Onsite,87,6,73,PhD,0.16,4,5,Risky
Retail Worker,34816.0,6,Master's,0.28,0.76,0.82,High,0.73,0.09,0.95,0.54,0.31,0.69,0.04,0.48,0.49,0.16,data,345398.0,107019.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Onsite,52,5,44,Master,0.83,6,5,Risky
Security Guard,23685.0,2,Master's,0.8,0.65,0.79,High,0.1,0.85,0.32,0.44,0.32,0.31,0.75,0.75,0.52,0.66,general,144247.0,42584.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Onsite,82,9,62,None,0.64,3,5,Stable
Security Guard,12851.0,0,Bachelor's,0.03,0.57,0.8,High,0.75,0.91,0.03,0.37,0.22,0.82,0.85,0.21,0.71,0.73,general,74613.0,68152.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Remote,52,8,51,Master,0.43,8,8,High Growth
Software Engineer,33197.0,6,PhD,0.43,1.12,0.31,Medium,0.4,0.15,0.54,0.84,0.52,0.04,0.03,0.61,0.33,0.57,software,238646.0,83956.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Remote,85,4,21,Bachelor,0.43,4,4,Risky
Marketing Manager,9112.0,9,PhD,0.78,1.36,0.66,Medium,0.3,0.66,0.28,0.76,0.12,0.76,0.44,0.86,0.74,0.38,sales,109669.0,55438.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,92,8,52,Diploma,0.49,4,7,Declining
Mechanic,12611.0,11,PhD,0.28,1.47,0.61,Medium,0.99,0.05,0.27,0.74,0.92,0.03,0.0,0.26,0.85,0.77,construction,157928.0,53586.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Remote,72,9,91,PhD,0.43,2,9,Declining
Research Scientist,13866.0,0,Bachelor's,0.0,1.05,0.11,Low,0.75,0.45,0.68,0.85,0.54,0.34,0.77,0.27,0.89,0.07,data,642229.0,138557.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Onsite,68,3,71,Diploma,0.44,9,7,High Growth
Nurse,27214.0,0,Bachelor's,0.09,0.56,0.14,Low,0.96,0.98,0.2,0.15,0.35,0.34,0.76,0.44,0.78,0.75,health,77365.0,45848.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Hybrid,99,7,74,Master,0.35,3,5,Stable
Nurse,9600.0,6,PhD,0.83,0.7,0.09,Low,0.75,0.24,0.0,0.91,0.62,0.44,0.73,0.33,0.95,0.07,health,155190.0,52497.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Hybrid,75,6,64,None,0.73,9,5,Risky
Research Scientist,25768.0,9,PhD,0.78,0.97,0.24,Low,0.93,0.74,0.31,0.56,0.91,0.45,0.68,0.47,0.12,0.06,data,446333.0,81682.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Remote,79,3,50,PhD,0.8,6,3,High Growth
Retail Worker,10760.0,3,Bachelor's,0.61,0.6,0.91,High,0.52,0.77,0.13,0.91,0.59,0.74,0.03,0.32,0.27,0.95,data,274508.0,68620.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Remote,78,5,22,PhD,0.19,3,9,Risky
UX Researcher,12683.0,5,Master's,0.71,0.54,0.38,Medium,0.34,0.79,0.79,0.95,0.92,0.08,0.83,0.45,0.87,0.09,general,156900.0,41735.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,70,8,81,Diploma,0.87,7,4,High Growth
HR Specialist,22864.0,1,High School,0.16,0.83,0.31,Medium,0.12,0.45,0.82,0.77,0.24,0.15,0.39,0.88,0.09,0.54,general,173619.0,42718.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Remote,80,3,63,Bachelor,0.36,9,5,High Growth
Data Scientist,8574.0,2,Master's,0.47,0.63,0.33,Medium,0.19,0.26,0.28,0.65,0.05,0.08,0.19,0.87,0.63,0.73,data,340461.0,70056.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,50,9,30,PhD,0.48,2,6,High Growth
Security Guard,8058.0,3,Bachelor's,0.21,0.54,0.82,High,0.57,0.9,0.88,0.42,0.42,0.16,0.26,0.93,0.14,0.97,general,190194.0,36652.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Onsite,84,7,37,PhD,0.57,7,5,High Growth
Retail Worker,15779.0,3,Bachelor's,0.9,1.18,0.85,High,0.71,0.83,0.88,0.64,0.89,0.54,0.28,0.88,0.54,0.91,data,711108.0,85309.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,54,7,34,Master,0.55,3,6,High Growth
Retail Worker,14082.0,1,Bachelor's,0.4,1.45,0.76,High,0.94,0.95,0.88,0.56,0.65,0.87,0.78,0.63,0.98,0.69,data,649995.0,105833.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Hybrid,91,9,23,Bachelor,0.71,4,4,Declining
Software Engineer,25880.0,6,Master's,0.06,0.64,0.48,Medium,0.38,0.78,0.16,0.98,0.32,0.43,0.27,0.58,0.06,0.15,software,216412.0,64015.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Onsite,82,8,54,Master,0.33,3,5,Declining
Teacher,16611.0,6,Master's,0.19,0.74,0.25,Low,0.09,0.44,0.02,0.35,0.7,0.09,0.89,0.91,0.1,0.99,education,78016.0,46921.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Hybrid,64,9,16,Bachelor,0.74,5,6,Risky
Research Scientist,21304.0,7,Master's,0.08,0.51,0.15,Low,0.63,0.33,0.84,0.72,0.35,0.73,0.94,0.09,0.31,0.46,data,220113.0,129323.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,66,7,44,PhD,0.71,3,8,Risky
Nurse,11618.0,1,High School,0.54,0.8,0.22,Low,0.65,0.58,0.11,0.48,0.36,0.49,0.92,0.48,0.01,0.44,health,143980.0,45085.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Remote,88,7,61,None,0.55,6,4,Declining
HR Specialist,8229.0,9,PhD,0.82,0.75,0.47,Medium,0.65,0.16,0.74,0.69,0.54,0.57,0.11,0.44,0.09,0.31,general,121615.0,56637.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,68,9,51,Bachelor,0.61,7,8,Declining
Customer Support,20677.0,7,Master's,0.57,1.24,0.84,High,0.19,0.59,0.76,0.14,0.82,0.56,0.0,0.52,0.4,0.3,general,152172.0,64940.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Hybrid,67,9,22,PhD,0.72,2,3,Declining
Doctor,24707.0,2,High School,0.9,1.26,0.26,Low,0.91,0.91,0.11,0.46,0.0,0.51,0.92,0.2,0.64,0.64,health,109987.0,37625.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Onsite,56,4,49,PhD,0.46,8,5,Stable
Doctor,22283.0,2,High School,0.24,0.96,0.1,Low,0.58,0.48,0.52,0.13,0.52,0.05,0.88,0.34,0.86,0.7,health,179177.0,46337.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Onsite,69,6,64,Diploma,0.23,9,6,Stable
Doctor,34902.0,1,Bachelor's,0.17,0.52,0.1,Low,0.54,0.48,0.5,0.25,0.69,0.7,0.36,0.88,0.64,0.71,health,235025.0,30674.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Hybrid,90,9,59,PhD,0.2,3,6,Stable
Teacher,34709.0,1,High School,0.0,1.37,0.26,Low,0.12,0.37,0.66,0.65,0.86,0.14,0.43,0.1,0.39,0.02,education,127857.0,37787.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,78,6,48,None,0.28,4,4,Declining
Construction Worker,26442.0,0,Bachelor's,0.53,1.35,0.71,High,0.23,0.26,0.39,0.8,0.39,0.2,0.06,0.08,0.76,0.44,construction,143472.0,29185.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Hybrid,61,4,59,Diploma,0.54,6,6,Declining
HR Specialist,23029.0,2,High School,0.68,0.64,0.36,Medium,0.76,0.72,0.38,0.08,0.01,0.29,0.01,0.23,0.42,0.12,general,169186.0,38380.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,88,8,66,PhD,0.83,2,9,Stable
Financial Analyst,31741.0,2,Bachelor's,0.92,0.61,0.38,Medium,0.99,0.02,0.51,0.52,0.26,0.66,0.94,0.45,0.75,0.65,general,81059.0,39253.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Onsite,90,8,55,Bachelor,0.23,5,5,High Growth
Teacher,18493.0,1,High School,0.05,1.24,0.14,Low,0.22,0.95,0.77,0.96,0.26,0.84,0.61,0.98,0.95,0.97,education,158783.0,52162.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,98,3,63,Bachelor,0.74,3,5,High Growth
Truck Driver,23598.0,14,PhD,0.01,1.24,0.77,High,0.71,0.98,0.04,0.57,0.73,0.25,0.23,0.06,0.09,0.66,general,153274.0,58604.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Hybrid,88,5,34,PhD,0.84,7,9,Declining
Software Engineer,30530.0,2,Bachelor's,0.03,1.47,0.56,Medium,0.52,0.27,0.66,0.36,0.7,0.68,0.09,0.91,0.49,0.39,software,141357.0,52582.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Hybrid,84,4,11,None,0.25,7,6,Stable
Data Scientist,25557.0,2,High School,0.44,1.22,0.56,Medium,0.17,0.99,0.46,0.39,0.92,0.53,0.71,0.85,0.24,0.17,data,702284.0,92380.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Onsite,91,8,16,PhD,0.31,9,4,Declining
Chef,33338.0,8,PhD,0.9,0.7,0.42,Medium,0.29,0.3,0.67,0.95,0.33,0.41,0.77,0.43,0.93,0.5,general,148628.0,43556.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Onsite,88,3,55,Master,0.27,2,4,Stable
Customer Support,25315.0,4,Bachelor's,0.97,0.93,0.76,High,0.18,1.0,0.75,0.41,0.83,0.55,0.32,0.74,0.75,0.5,general,101031.0,71305.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Onsite,86,3,57,Diploma,0.67,3,7,Stable
Graphic Designer,30744.0,2,Bachelor's,0.08,1.29,0.63,Medium,0.68,0.84,0.72,0.9,0.15,0.39,0.46,0.3,0.73,0.91,general,141090.0,39638.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,81,8,50,None,0.49,3,7,Risky
Lawyer,14016.0,1,High School,0.94,1.02,0.51,Medium,0.6,0.27,0.38,0.55,0.94,0.64,0.33,0.01,0.98,0.49,general,200399.0,37629.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Remote,67,4,13,Master,0.9,5,5,Stable
Security Guard,26368.0,7,Master's,0.55,1.11,0.88,High,0.32,0.7,0.53,0.67,0.84,0.18,0.61,0.05,0.1,0.67,general,76590.0,42095.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,77,9,60,None,0.57,8,8,Risky
AI Engineer,22454.0,14,PhD,0.6,0.72,0.13,Low,0.13,0.25,0.82,0.64,0.95,0.05,0.79,0.7,0.26,0.73,software,213309.0,94770.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,71,5,71,Diploma,0.38,7,7,Risky
Teacher,34347.0,1,High School,0.46,1.19,0.16,Low,0.34,0.47,0.9,0.38,0.4,0.61,0.75,0.73,0.02,0.69,education,161911.0,43393.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Onsite,77,5,92,PhD,0.75,3,8,High Growth
HR Specialist,30950.0,2,Master's,0.52,1.06,0.59,Medium,0.83,0.65,0.56,0.37,0.14,0.96,0.46,0.57,0.75,0.07,general,199891.0,66559.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Onsite,54,3,99,None,0.31,9,5,Stable
Chef,7230.0,13,PhD,0.8,1.27,0.31,Medium,0.53,0.05,0.55,0.72,0.12,0.69,0.45,0.81,0.53,0.34,general,156254.0,52848.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,50,3,53,Diploma,0.73,5,4,Stable
Software Engineer,29208.0,4,Master's,0.9,0.95,0.46,Medium,0.04,0.36,0.85,0.76,0.22,0.41,0.2,0.95,0.6,0.75,software,357536.0,90488.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Onsite,63,5,39,Diploma,0.18,7,6,Declining
Chef,9776.0,1,Bachelor's,0.87,1.45,0.31,Medium,0.98,0.87,0.38,0.84,0.74,0.79,0.22,0.65,0.03,0.85,general,152442.0,57965.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,61,3,16,Master,0.26,7,3,Stable
Lawyer,31610.0,2,High School,0.66,1.01,0.59,Medium,0.33,0.63,0.72,0.14,0.14,0.72,0.43,0.89,0.31,0.04,general,197844.0,28832.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Onsite,55,6,80,Master,0.15,7,9,Stable
Data Scientist,11533.0,0,Bachelor's,0.68,1.05,0.57,Medium,0.52,0.69,0.04,0.37,0.21,0.1,0.23,0.19,0.97,0.29,data,276959.0,59454.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Remote,54,4,75,PhD,0.71,9,7,Risky
Doctor,9202.0,9,PhD,0.83,0.92,0.16,Low,0.44,0.42,0.33,0.29,0.88,0.16,0.18,0.57,0.34,0.42,health,162207.0,44318.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Onsite,61,3,56,None,0.12,9,4,Risky
HR Specialist,19291.0,2,High School,0.87,1.23,0.6,Medium,1.0,0.8,0.83,0.95,0.15,0.5,0.58,0.33,0.84,0.76,general,166782.0,71791.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,62,3,98,Diploma,0.4,2,3,Stable
Data Scientist,35403.0,0,High School,1.0,0.76,0.59,Medium,0.55,0.31,0.16,0.9,0.6,0.82,0.55,0.22,0.34,0.38,data,439894.0,88157.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Hybrid,70,7,24,None,0.47,6,6,Declining
Software Engineer,11230.0,4,Bachelor's,0.01,1.49,0.69,Medium,1.0,0.48,0.96,0.4,0.03,0.22,0.95,0.01,0.55,0.08,software,152660.0,100634.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Remote,58,7,86,None,0.79,9,4,Risky
UX Researcher,27432.0,2,Master's,0.09,1.36,0.54,Medium,0.9,0.69,0.97,0.51,0.64,0.58,0.48,0.85,0.64,0.8,general,88499.0,29075.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,95,4,74,None,0.51,9,7,Risky
Security Guard,25240.0,0,Bachelor's,0.41,0.66,0.83,High,0.29,0.21,0.59,0.92,0.84,0.18,0.77,0.23,0.29,0.92,general,145000.0,47855.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,72,3,37,Master,0.72,8,5,High Growth
Customer Support,16363.0,1,High School,0.17,0.56,0.77,High,0.58,0.88,0.12,0.41,0.27,0.01,0.79,0.81,0.22,0.15,general,164546.0,49030.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Onsite,62,8,39,Diploma,0.75,4,6,Risky
Nurse,17285.0,3,Bachelor's,0.72,1.21,0.18,Low,0.78,0.58,0.29,0.73,0.59,0.01,0.9,0.55,0.87,0.88,health,117829.0,55566.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,65,7,87,Diploma,0.76,5,4,High Growth
Lawyer,28192.0,2,High School,0.51,0.92,0.48,Medium,0.9,0.79,0.13,0.61,1.0,0.6,0.79,0.77,0.35,0.37,general,128751.0,36124.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Hybrid,93,6,43,None,0.44,8,8,Declining
Construction Worker,24067.0,5,Master's,0.5,1.07,0.88,High,0.78,0.27,0.15,0.29,0.51,0.34,0.57,0.05,0.51,0.37,construction,55821.0,42250.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,87,9,83,None,0.12,2,9,Declining
UX Researcher,25218.0,2,Master's,0.28,1.4,0.37,Medium,0.68,0.92,0.54,0.88,0.12,0.49,0.46,0.01,0.44,0.37,general,162704.0,35708.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Onsite,71,8,64,Bachelor,0.27,3,8,High Growth
UX Researcher,8621.0,2,Bachelor's,1.0,1.45,0.54,Medium,0.14,0.26,0.36,0.87,0.17,0.22,0.35,0.93,0.5,0.65,general,129169.0,55967.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Onsite,58,3,51,Master,0.64,9,5,Declining
Financial Analyst,23979.0,0,High School,0.19,0.72,0.62,Medium,0.89,0.49,0.36,0.81,0.67,0.04,0.35,0.68,0.57,0.98,general,105992.0,40408.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,64,9,50,Diploma,0.64,3,3,Declining
UX Researcher,34528.0,3,Master's,0.06,1.23,0.43,Medium,0.68,0.62,0.5,0.85,0.71,0.89,0.28,0.35,0.62,0.97,general,129197.0,29569.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,56,7,91,Master,0.22,9,9,High Growth
Mechanic,7277.0,2,Bachelor's,0.03,0.95,0.52,Medium,0.8,0.73,0.96,0.78,0.3,0.64,0.67,1.0,0.14,0.19,construction,155292.0,32724.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,63,7,19,Diploma,0.44,9,3,Declining
Lawyer,34595.0,8,PhD,0.59,0.64,0.56,Medium,0.8,0.43,0.56,0.91,0.57,0.21,0.34,0.53,0.15,0.61,general,167175.0,38687.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Onsite,83,9,32,PhD,0.2,2,7,Stable
Financial Analyst,16509.0,13,PhD,0.65,0.87,0.43,Medium,0.93,0.87,0.47,0.35,0.71,0.31,0.12,0.31,0.43,0.26,general,143188.0,51507.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Hybrid,56,7,58,Master,0.45,7,5,Risky
Financial Analyst,24565.0,3,Bachelor's,0.01,1.13,0.55,Medium,0.19,0.94,0.41,0.03,0.22,0.69,0.2,0.05,0.62,0.52,general,85352.0,36470.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Onsite,89,9,24,Diploma,0.45,6,6,Risky
Customer Support,12195.0,0,High School,0.77,1.46,0.71,High,0.04,0.99,0.64,0.72,0.1,0.07,0.16,0.43,0.11,0.45,general,166367.0,60988.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,96,4,99,Diploma,0.28,9,9,Risky
Research Scientist,20056.0,0,High School,0.0,0.61,0.14,Low,0.05,0.13,0.23,0.43,0.71,0.13,0.74,0.86,0.65,0.04,data,453154.0,69088.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,56,3,44,Diploma,0.35,3,4,Stable
